test_id,number,problem,choice_1,choice_2,choice_3,choice_4,choice_5,answer
KSAT_2025_06_고3_물리학Ⅱ,19,"[MultiModal] 그림과 같이 점 p에서 물체 A를 수평면과 45°의 각으로 속력 v로 던진 순간, 물체 B는 수평면과 45°의 각을 이루며 속력 v로 점 q를 지난다. A, B는 각각 포물선 운동을 하여 수평면상의 점 r에 동시에 도달한다. A가 최고점 a를 지나는 순간 B는 점 b를 지난다.
a와 b 사이의 거리는? (단, 중력 가속도는 g이고, A, B는 동일 연직면상에서 운동하며, 물체의 크기는 무시한다.)",√2v²/g,v²/(2g),√2v²/(2g),v²/(2g),v²/(3g),1
KSAT_2022_07_고3_물리학Ⅱ,9,"[MultiModal] 그림은 원 위의 점 a, b, c에 전하량의 크기가 같은 세 점전하가 고정되어 있는 모습을 나타낸 것이다. 각 전하들 사이의 거리는 같고, 점 O는 원의 중심이다. O에서 전기장의 세기는 E이다. b와 c를 잇는 선분의 중점 d에서의 전기장의 세기는 E이고 방향은 d→a 방향이다. E는?",(1/3)E,(1/2)E,(2/3)E,(4/3)E,(2/5)E,2
KSAT_2022_07_고3_물리학Ⅱ,10,"[MultiModal] 그림 (가), (나)는 재질이 같은 원통형 금속 막대 A와 B, 전류계를 전압이 V로 일정한 전원에 연결한 회로를 나타낸 것이다. A, B의 길이는 각각 L, 2L이고, 단면적은 B가 A의 2배이다. (가), (나)의 전류계에 흐르는 전류의 세기는 각각 I(가), I(나)이다. I(가):I(나)는?",19:4,3:2,1:1,2:3,4:9,5
KSAT_2022_07_고3_물리학Ⅱ,11,"[MultiModal] 그림은 저항값이 R인 저항 2개, 저항 A, 스위치 S를 전압이 일정한 전원에 연결한 회로를 나타낸 것이다. 회로 전체의 소비 전력은 S를 열었을 때 2P, 닫았을 때 3P 이다. A의 저항값은?",R,2R,3R,4R,5R,2
KSAT_2022_07_고3_물리학Ⅱ,12,"[MultiModal] 그림 (가)는 xy평면에서 수직으로 나오는 방향으로 일정한 세기의 전류가 흐르는 무한히 긴 직선 도선 A, B를 나타낸 것이다. A는 x축 상의 x=-d에, B는 y축 상의 y=d에 고정되어 있다. 원점 O에서 A, B에 의한 자기장의 방향은 x축과 30°의 각을 이루고 자기장의 세기는 2B이다. 그림 (나)는 (가)에서 B를 x축 상의 x = -√3/2d에 고정시킨 것을 나타낸 것이다. (나)의 O에서 A, B에 의한 자기장의 세기는?",(1/2)B,B,2B,3B,(3/2)B,2
KSAT_2022_07_고3_물리학Ⅱ,16,"[MultiModal] 그림과 같이 높이가 2h인 곳에 물체를 가만히 놓았더니 동일 연직면 상에서 마찰이 없는 궤도를 따라 운동하였다. 물체는 수평 구간 I과 높이가 h인 수평 구간 II에서 운동 방향과 나란하게 각각 크기가 F₁, F₂로 일정한 힘을 받아 운동하여 높이가 3h인 지점에서 정지한다. p, q는 수평면 위의 점이고, 물체의 운동 에너지는 q에서가 p에서의 2배이다. I, II의 길이는 같다. F₂/F₁는? (단, 물체의 크기와 공기 저항은 무시한다.)",1/3,2/3,1,2,3,2
KSAT_2022_07_고3_물리학Ⅱ,19,"[MultiModal] 그림 (가)는 자유롭게 회전할 수 있는 회전축 p에 연결된 길이 l인 막대의 한쪽 끝에 실을 연결하여 당겼을 때 막대가 수평을 유지하는 것을, (나)는 (가)에서 p로부터 x만큼 떨어진 위치의 막대 위에 물체 A를 올려놓았을 때 막대가 수평을 유지하는 것을 나타낸 것이다. p가 막대에 작용하는 힘의 연직 방향 성분의 크기는 (나)에서가 (가)에서의 2배이다. 질량은 A가 막대의 2배이다. x는? (단, 막대의 밀도는 균일하고, 막대의 두께와 폭, 실의 질량과 물체의 크기, 모든 마찰은 무시한다.)",(1/4)L,(1/2)L,(2/3)L,(3/4)L,L,4
KSAT_2022_07_고3_물리학Ⅱ,20,"[MultiModal] 그림과 같이 수평면의 점 p에서 공 A를 수평면에 대해 45°의 각으로 던지는 순간, 경사각이 30°인 빗면에서 높이 2h인 점 q에 공 B를 가만히 놓았더니 A와 B는 높이가 h인 빗면 위의 점 r에 동시에 도달하였다. p에서 A의 운동 에너지는 E이고, r에 도달하는 순간 B의 운동 에너지는 E_B이다. 질량은 B가 A의 5배이고, p와 r 사이의 수평 거리는 d이다. d와 E_B로 옳은 것은? (단, 공의 크기, 모든 마찰 및 공기 저항은 무시한다.)","d=4h, E_B=E","d=4h, E_B=(2/5)E","d=5h, E_B=(8/5)E","d=5h, E_B=(16/5)E","d=6h, E_B=(16/5)E",3
KSAT_2023_10_고3_물리학Ⅱ,3,"[MultiModal]그림과 같이 전하량이 +2q, -q인 점전하가 각각 x축상의 x=-d, x=d인 점에 고정되어 있다. y축상의 y=d인 점 P에서 전기장이 x축과 이루는 각은 θ이다. tanθ는? [3점]",1/4,1/3,2/5,1/2,2/3,2
KSAT_2023_10_고3_물리학Ⅱ,7,"[MultiModal]그림과 같이 물체가 놓인 막대가 실 p, q에 매달려 수평을 이루며 정지해 있다. 막대의 길이는 6L이고, 막대와 물체의 질량은 각각 m, 6m이다. q가 막대를 당기는 힘의 크기는? (단, 중력 가속도는 g이고, 막대의 밀도는 균일하며 막대의 두께와 폭, 물체의 크기, 실의 질량은 무시한다.)",1/3 mg,8/5 mg,3/2 mg,13/7 mg,2 mg,2
KSAT_2023_10_고3_물리학Ⅱ,8,"[MultiModal]그림과 같이 전류계, 저항, 스위치를 전압이 일정한 직류 전원에 연결하여 회로를 구성하였다. 스위치를 a에 연결했을 때, 전류계에 흐르는 전류의 세기는 1A이다. 스위치를 b에 연결했을 때, 전류계에 흐르는 전류의 세기는? [3점]",1 A,2/3 A,1/4 A,4/3 A,5/3 A,4
KSAT_2023_10_고3_물리학Ⅱ,10,"[MultiModal]그림과 같이 시간 t=0일 때 원점 O에서 발사된 물체가 xy평면에서 x축 방향으로는 등가속도 운동, y축 방향으로는 등속도 운동을 하여 t=T일 때 점 P를 지난다. P에서 이 물체의 운동 방향이 x축과 이루는 각은 45°이다. 물체의 가속도의 크기는? (단, 물체의 크기는 무시한다.)",L/T^2,2L/T^2,3L/T^2,4L/T^2,5L/T^2,2
KSAT_2023_10_고3_물리학Ⅱ,11,"[MultiModal]그림과 같이 수평면과 이루는 각이 30°인 빗면에서 질량이 m인 물체가 직선 운동하여 빗면상의 점 p, q, r을 각각 속력 2v, 3v, 4v로 지난다. 물체는 q부터 r까지 크기가 F로 일정한 마찰력을 운동 방향과 반대 방향으로 받는다. F는? (단, 중력 가속도는 g이고, 물체의 크기, 공기 저항, 마찰 구간 외의 모든 마찰은 무시한다.) [3점]",3/20 mg,1/5 mg,1/4 mg,3/10 mg,2/5 mg,1
KSAT_2023_10_고3_물리학Ⅱ,15,"[MultiModal]그림 (가), (나)와 같이 볼록 렌즈 A, B의 중심으로부터 같은 거리 a만큼 떨어진 지점에 크기가 h인 물체를 놓았더니 크기가 2h인 상이 생겼다. A, B의 초점 거리는 각각 f_A, f_B이다. f_A/f_B는? [3점]",1/3,1/2,2/3,4/2,5/3,1
KSAT_2023_10_고3_물리학Ⅱ,16,"[MultiModal]그림 (가)와 같이 xy평면에 고정된 ㄷ자형 금속 레일과 균일한 자기장 영역 I, II가 있다. 레일의 폭은 L로 일정하고 금속 막대는 레일 위에서 +x방향의 일정한 속력 v로 운동하며 시간 t=0일 때 y축을 지난다. 그림 (나)는 I, II에서 자기장의 세기를 t에 따라 나타낸 것이다. 저항에 흐르는 전류의 방향은 t=t₀일 때와 t=3t₀일 때가 같고, 전류의 세기는 t=t₀일 때가 t=3t₀일 때의 3배이다. v는? (단, 금속 레일, 금속 막대의 저항은 무시한다.) [3점]",L/(5t₀),L/(4t₀),3L/(5t₀),L/(2t₀),5L/(8t₀),3
KSAT_2025_05_고3_물리학Ⅰ,5,"[MultiModal] 그림은 열기관에서 일정량의 이상 기체가 상태 A→B→C→D→A를 따라 순환하는 동안 기체의 압력과 부피를 나타낸 것이다. A→B와 C→D는 압력이 일정한 과정, B→C와 D→A는 등온 과정이다. 표는 각 과정에서 기체가 흡수 또는 방출하는 열량을 나타낸 것이다. 열기관의 열효율은? [3점]",1/6,1/4,1/3,1/2,2/3,2
KSAT_2025_05_고3_물리학Ⅰ,6,"[MultiModal] 다음은 보어의 수소 원자 모형에 대한 설명이다. A, B, C로 가장 적절한 것은?
--- 분광기로 수소 기체 방전관을 관찰하면 스펙트럼선이 관측되는데, 이는 수소 원자 내의 전자의 에너지 준위가 A하기 때문이다. 수소 원자 내에서 전자가 높은 에너지 준위에서 낮은 에너지 준위로 전이할 때 에너지 준위 차이에 해당하는 빛이 B되며, 에너지 준위 차가 클수록 B되는 빛의 파장은 C.","A: 불연속, B: 방출, C: 길다","A: 불연속, B: 방출, C: 짧다","A: 불연속, B: 흡수, C: 길다","A: 연속, B: 방출, C: 길다","A: 연속, B: 흡수, C: 짧다",2
KSAT_2025_05_고3_물리학Ⅰ,13,"[MultiModal] 그림과 같이 직선 경로에서 자동차 A가 x=0을 지나는 순간 x=0에 정지해 있던 자동차 B가 출발하여 A가 x=8L에 정지하는 순간 B는 x=8L을 지난다. A, B의 이동 거리는 구간 I, II에서 각각 3L, 5L로 같고, I에서 운동하는 데 걸린 시간은 B가 A의 2배이다. 표는 I, II에서 A, B의 가속도를 나타낸 것이다. a2/a1은? [3점]",16/15,6/5,4/3,22/15,15/8,1
KSAT_2025_05_고3_물리학Ⅰ,20,"[MultiModal] 그림과 같이 수평면에서 3v의 속력으로 운동하던 물체가 궤도를 따라 운동하여 마찰 구간 I과 높이가 8h인 평면상의 마찰 구간 II를 지나 v의 속력으로 등속도 운동한다. I의 시작점 p와 끝점 q의 높이 차는 9h이다. 물체의 속력은 p에서가 II의 시작점 r에서의 v/4배이고, q에서 물체의 속력은 v이다. I, II에서 물체의 역학적 에너지 감소량은 같다. p의 높이는? (단, 물체의 크기, 공기 저항, 마찰 구간 외의 마찰은 무시한다.)",11h,12h,13h,14h,15h,1
KSAT_2023_03_고3_물리학Ⅰ,6,"다음은 두 가지 핵반응이다. X, Y는 원자핵이다.
(가) U + n → X + Sr + n + 200 MeV
(나) H + Y → He + n + 17.6 MeV
이에 대한 설명으로 옳은 것은?",X의 양성자수는 54이다.,질량수는 Y가 3과 같다.,(나)는 핵분열 반응이다.,U의 중성자수는 233이다.,질량 결손은 (나)에서가 (가)에서보다 크다.,1
KSAT_2023_03_고3_물리학Ⅰ,7,"[MultiModal] 그림은 직선상에서 운동하는 질량이 5kg인 물체의 속력을 시간에 따라 나타낸 것이다. 0초일 때와 to초일 때 물체의 위치는 같고, 운동 방향은 서로 반대이다.
0초에서 to초까지 물체가 받은 평균 힘의 크기는? (단, 물체의 크기는 무시한다.)",2 N,4 N,6 N,8 N,10 N,5
KSAT_2023_03_고3_물리학Ⅰ,15,"[MultiModal] 그림 (가)와 같이 0초일 때 마찰이 없는 수평면에서 물체 A가 점 P에 정지해 있는 물체 B를 향해 등속도 운동한다. A, B의 질량은 각각 4kg, 1kg이다. A와 B는 시간 t일 때 충돌하고, t부터 같은 방향으로 등속도 운동을 한다. 그림 (나)는 20초일 때 A와 B의 위치를 나타낸 것이다.
t는? (단, 물체의 크기는 무시한다.)",6초,7초,8초,9초,10초,3
KSAT_2023_03_고3_물리학Ⅰ,17,"[MultiModal] 그림과 같이 0초일 때 기준선 P를 서로 반대 방향의 같은 속력으로 통과한 물체 A와 B가 각각 등가속도 직선 운동하여 기준선 Q를 동시에 지난다. P에서 Q까지 A의 이동 거리는 L이다. 가속도의 방향은 A와 B가 서로 반대이고, 가속도의 크기는 B가 A의 7배이다. t초일 때 A와 B의 속도는 같다.
0초에서 t초까지 A의 이동 거리는? (단, 물체의 크기는 무시한다.)",5/13 L,7/16 L,4/5 L,7/12 L,5/7 L,4
KSAT_2022_07_고3_화학Ⅱ,1,"다음은 물의 특성에 대한 설명이다.
물은 같은 질량의 철에 비해 (가) 이/가 크기 때문에 쉽게 데워지지 않는다. 이는 물 분자 사이의 (나) 결합을 끊는 데 열에너지가 사용되기 때문이다.
(가)와 (나)로 가장 적절한 것은?",① (가) 밀도 (나) 공유,② (가) 열용량 (나) 공유,③ (가) 밀도 (나) 수소,④ (가) 열용량 (나) 수소,⑤ (가) 표면 장력 (나) 공유,4
KSAT_2022_07_고3_화학Ⅱ,3,"[MultiModal] 그림은 A(g), B(g)의 밀도와 압력 온도를 나타낸 것이다.
B의 분자량은? [3점]
A의 분자량",① 1/2,② 2/3,③ 4/3,④ 3/2,⑤ 2,4
KSAT_2022_07_고3_화학Ⅱ,5,"[MultiModal] 다음은 반응 속도를 조절하는 생활 속 사례를 학습하기 위한 카드에 대한 설명이다.
I~III에 해당하는 카드 뒷면을 옳게 고른 것은? (단, E는 활성화 에너지이다.)","① I: (가), II: (나), III: (다)","② I: (가), II: (다), III: (나)","③ I: (나), II: (가), III: (다)","④ I: (나), II: (다), III: (가)","⑤ I: (다), II: (가), III: (나)",2
KSAT_2022_07_고3_화학Ⅱ,6,"[MultiModal] 그림은 25℃, 1 atm에서 CH₄(g)과 관련된 반응의 반응 엔탈피(△H)를 나타낸 것이다.
x는? (단, 25℃, 1 atm에서 H₂(g), O₂(g)의 생성 엔탈피는 0이다.)",① -a-2b,② -a-b,③ a-b,④ 2a-b,⑤ a+2b,1
KSAT_2022_07_고3_화학Ⅱ,7,"[MultiModal] 다음은 붉은 용액의 성질에 대한 원격 수업의 일부이다.
제시한 내용이 옳은 학생만을 있는 대로 고른 것은?",① A,② C,"③ A, B","④ B, C","⑤ A, B, C",3
KSAT_2022_07_고3_화학Ⅱ,11,"다음은 A(g)로부터 B(g)와 C(g)가 생성되는 반응의 화학 반응식과 반응 속도식이다.
A(g) → 2B(g) + C(g) v=k[A] (k는 반응 속도 상수)
표는 강철 용기에 A(g)를 넣어 반응시킬 때, 반응 시간에 따른 순간 반응 속도와 C(g)의 몰 분율을 나타낸 것이다.
X는? (단, 온도는 일정하다.)",① 11/7,② 22/7,③ 20/3,④ 40/3,⑤ 32,4
KSAT_2022_07_고3_화학Ⅱ,15,"표는 25℃에서 A(aq)에 대한 자료이다. 25℃에서 H₂O(l)의 증기 압력은 P mmHg이고, H₂O과 A의 분자량은 각각 18, 60이다.
x-y는? (단, A는 비휘발성, 비전해질이고, 수용액은 라울 법칙을 따른다.) [3점]",① 20/9,② 200/27,③ 25/3,④ 400/27,⑤ 100/3,2
KSAT_2022_07_고3_화학Ⅱ,17,"다음은 HA(aq)의 이온화 반응식과 25℃에서의 이온화 상수(K)이다.
HA (aq) + H₂O (l) ⇌ A⁻(aq) + H₃O⁺(aq) Kₐ = 1×10⁻⁵
표는 a M HA(aq) 100 mL에 0.1 M NaOH(aq)을 첨가하여 반응시킬 때, 첨가한 NaOH(aq)의 부피에 따른 용액 속의 [OH⁻]/[H₃O⁺]를 나타낸 것이다.
a×X는? (단, 수용액의 온도는 25℃로 일정하고, 25℃에서 물의 이온화 상수(K_w)는 1×10⁻¹⁴이며, 혼합 수용액의 부피는 혼합 전 각 수용액의 부피의 합과 같다.) [3점]",① 5×10⁻⁴,② 7.5×10⁻⁴,③ 1×10⁻³,④ 1.5×10⁻³,⑤ 2.5×10⁻³,4
KSAT_2022_07_고3_화학Ⅱ,18,"[MultiModal] 다음은 A(g)와 B(g)가 반응하여 C(g)가 생성되는 반응의 화학 반응식과 T K에서 농도로 정의된 평형 상수(K)이다.
A(g)+B(g) ⇌ C(g) K
그림은 꼭지로 분리된 실린더와 강철 용기에 A(g)와 B(g)가 각각 들어 있는 실험 I의 초기 상태와, 꼭지로 분리된 강철 용기에 B(g)와 C(g)가 각각 들어 있는 실험 II의 초기 상태를 나타낸 것이다.
P는? (단, 온도와 외부 압력은 일정하고, 연결관의 부피와 피스톤의 마찰은 무시한다.) [3점]",① 4/25,② 24/5,③ 28/15,④ 45/16,⑤ 1,1
KSAT_2022_07_고3_화학Ⅱ,20,"[MultiModal] 다음은 기체의 성질을 알아보기 위한 실험이다.
X는? (단, 외부 압력은 일정하고, 연결관의 부피 및 피스톤의 마찰은 무시한다. (나)와 (다)에서 온도는 T K로 일정하다.) [3점]",① 3/5,② 1,③ 6/5,④ 3/2,⑤ 9/5,3
KSAT_2021_07_고3_화학Ⅰ,1,"[MultiModal] 다음은 원자의 구조와 관련된 연표이다.
--- 시기의 원자 모형으로 가장 적절한 것은?",1번 이미지,2번 이미지,3번 이미지,4번 이미지,5번 이미지,2
KSAT_2021_07_고3_화학Ⅰ,2,"다음은 알루미늄(Al) 산화 반응의 화학 반응식이다.
4Al + 3O₂ → 2Al₂O₃
이 반응에서 1mol의 Al₂O₃이 생성되었을 때 반응한 AI의 질량(g)은? (단, A1의 원자량은 27이다.)",27,48,54,81,108,3
KSAT_2021_07_고3_화학Ⅰ,5,"[MultiModal] 다음은 탄소 화합물 학습 카드와 탄소 화합물 A~C의 모형을 나타낸 것이다. A~C는 각각 메테인, 에탄올, 아세트산 중 하나이다.
--- (가)~(다)에 해당하는 A~C의 모형을 옳게 고른 것은?",(가) A (나) B (다) C,(가) A (나) C (다) B,(가) B (나) A (다) C,(가) B (나) C (다) A,(가) C (나) B (다) A,4
KSAT_2021_07_고3_화학Ⅰ,6,"[MultiModal] 다음은 학생 A가 수행한 탐구 활동이다.
--- 다음 중으로 가장 적절한 것은?","(가), (나), (라)","(가), (다), (라)","(나), (다), (라)","(나), (다), (마)","(다), (라), (마)",5
KSAT_2021_07_고3_화학Ⅰ,8,"다음은 자연계에 존재하는 X와 Y에 대한 자료이다.
○X의 동위 원소는 ³⁵X, ³⁷X 2가지이다.
○X의 평균 원자량은 35.5이다.
○Y의 동위 원소는 ⁷⁹Y, ⁸¹Y 2가지이다.
--- ³⁵X의 존재 비율(%) / ⁸¹Y의 존재 비율(%)은? (단, 원자량은 질량수와 같고, X와 Y는 임의의 원소 기호이다.)",1/2,2/3,3/4,4/3,3/2,4
KSAT_2021_07_고3_화학Ⅰ,13,"[MultiModal] 표는 바닥상태의 인(₁₅P) 원자에서 전자가 들어 있는 오비탈 중 3가지 오비탈 (가)~(다)에 대한 자료이다. n, l, m₁는 각각 주 양자수, 방위(부) 양자수, 자기 양자수이다.
--- a+b+c는?",4,5,6,7,8,4
KSAT_2021_07_고3_화학Ⅰ,19,"[MultiModal] 다음은 실린더에 A(g)와 B(g)의 질량을 달리하여 넣고 반응을 완결시킨 실험 I~III에 대한 자료이다.
--- x / y는? (단, 실린더 속 기체의 온도와 압력은 일정하다.)",3/5,4/5,1,6/5,5/4,2
KSAT_2024_10_고3_화학Ⅱ,2,"[MultiModal] 그림 (가)는 금속 A와 Ni을, (나)는 금속 B와 Ni을 전극으로 사용한 화학 전지를 나타낸 것이다. (가)는 A에서, (나)는 Ni에서 각각 기체가 발생하였다.
금속 A, B, Ni의 이온화 경향을 비교한 것으로 옳은 것은? (단, A와 B는 임의의 원소 기호이고, 온도는 25℃로 일정하며, 음이온은 반응하지 않는다.)",A > B > Ni,A > Ni > B,B > A > Ni,B > Ni > A,Ni > A > B,4
KSAT_2024_10_고3_화학Ⅱ,4,"다음은 A(g)로부터 B(g)가 생성되는 반응의 화학 반응식과 반응 속도식이다. k는 반응 속도 상수이다.
A(g) → B(g) v = k[A]
표는 3개의 강철 용기에 A(g)를 각각 넣고 반응시킨 실험 (가)~(다)에 대한 자료이다.
다음 중 T₁, T₂의 비교(㉠)와, (나)에서 첨가한 X(s)의 종류(㉡)로 가장 적절한 것은? (단, 온도, 초기 농도, 촉매의 첨가를 제외한 반응 조건은 동일하다.)","T₁ > T₂, 정촉매","T₁ < T₂, 정촉매","T₁ > T₂, 부촉매","T₁ < T₂, 부촉매","T₁ = T₂, 부촉매",3
KSAT_2024_10_고3_화학Ⅱ,5,"[MultiModal] 다음은 A(g)로부터 B(g)가 생성되는 반응의 화학 반응식과 농도로 정의되는 평형 상수(K)이다.
A(g) ⇌ 2B(g) K
그림은 부피가 1L인 강철 용기에 혼합 기체가 들어 있는 초기 상태를 나타낸 것이다. 반응이 진행되어 온도 T에서 평형 상태에 도달하였을 때, He(g)의 몰 분율은 ⁷/₁₁이다.
온도 T에서의 K는?",0.8,1.6,2,3.2,4,2
KSAT_2024_10_고3_화학Ⅱ,9,"표는 실린더 (가)와 (나)에 들어 있는 기체에 대한 자료이다. 실린더 속 전체 기체의 압력은 (가)와 (나)에서 각각 P atm으로 같다. He과 N₂의 분자량은 각각 4, 28이다.
x와 y로 옳은 것은? [3점]","x: 1, y: 2","x: 1, y: 3","x: 2, y: 1","x: 2, y: 2","x: 3, y: 1",5
KSAT_2024_10_고3_화학Ⅱ,10,"[MultiModal] 그림은 25℃에서 0.1M HA(aq)과 0.1M NaA(aq)을 나타낸 것이다.
x는? (단, 25℃에서 물의 이온화 상수(Kw)는 1×10⁻¹⁴이다.)",7.0,8.0,9.0,10.0,11.0,3
KSAT_2024_10_고3_화학Ⅱ,11,"표는 t℃에서 A(aq) (가)~(다)에 대한 자료이다. A의 화학식량은 40이다.
(가)~(다)를 모두 혼합한 후 물을 추가하여 0.5 M A(aq) 1L를 만들었을 때, x는? (단, 수용액의 온도는 일정하다.) [3점]",1,1.5,2,2.5,3,2
KSAT_2024_10_고3_화학Ⅱ,13,"다음은 25℃, 1atm에서 N₂H₄에 대한 자료와 3가지 결합의 결합 에너지이다.
이 자료로부터 구한 NH₃(g)의 생성 엔탈피(kJ/mol)는? [3점]",a - 160,a - 125,a - 100,a - 75,a - 50,2
KSAT_2024_10_고3_화학Ⅱ,14,"다음은 A(g)로부터 B(g)와 C(g)가 생성되는 반응의 화학 반응식과 반응 속도식이다. k는 반응 속도 상수이다.
2A(g) → 2B(g) + C(g) v = k[A]
표는 부피가 같은 강철 용기 (가)와 (나)에 A(g)를 각각 넣은 후 반응이 진행될 때, 반응 시간(t)에 따른 순간 반응 속도를 나타낸 것이다. (가)와 (나)에서 온도는 각각 T₁, T₂로 일정하다.
(나)에서 0~1s 동안 A(g)의 평균 반응 속도 / (가)에서 1s~2s 동안 A(g)의 평균 반응 속도는?",2/3,3/4,4/5,5/6,6/7,2
KSAT_2024_10_고3_화학Ⅱ,16,"[MultiModal] 다음은 A(g)와 B(g)가 반응하여 C(g)가 생성되는 반응의 화학 반응식과 농도로 정의되는 평형 상수(K)이다.
2A(g) + B(g) ⇌ 2C(g) K
그림은 1atm, T₁K에서 실린더에 A(g), B(g), C(g)가 들어 있는 초기 상태를 나타낸 것이고, 표는 반응이 진행되어 도달한 평형 상태 I과, I에서 온도를 T₂K로 변화시켜 도달한 새로운 평형 상태 II에 대한 자료이다.
T₂에서의 K / T₁에서의 K는? (단, 외부 압력은 1atm으로 일정하고, 피스톤의 질량과 마찰은 무시한다.) [3점]",1/8,2/8,3/2,3/5,4/2,2
KSAT_2024_10_고3_화학Ⅱ,17,"다음은 A(g)로부터 B(g)가 생성되는 반응의 화학 반응식과 반응 속도식이다. k는 반응 속도 상수이다.
A(g) → 2B(g) v = k[A]
표는 부피가 같은 2개의 강철 용기에 기체를 넣고 반응시킨 실험 (가)와 (나)에 대한 자료이다. (가)와 (나)에서 온도는 각각 T₁, T₂로 일정하고, 반응 전 용기 속 전체 기체의 양(mol)은 같다.
t = 10 min일 때, (나)에서 B(g)의 질량(g) / (가)에서 A(g)의 질량(g)은? (단, 역반응은 일어나지 않는다.) [3점]",1/2,3/2,5/2,4/5,5/3,3
KSAT_2024_10_고3_화학Ⅱ,19,"표는 A(aq) (가)와 (나)에 대한 자료이다. t₁℃와 t₂℃에서 물의 증기 압력(mmHg)은 각각 42, 66이다.
는? (단, A는 비휘발성, 비전해질이고, 수용액은 라울 법칙을 따른다.) [3점]",1/3,2/1,3/2,4/2,5/3,5
KSAT_2023_04_고3_화학Ⅰ,2,"[MultiModal] 그림은 A₂(g)와 B₂(g)가 들어 있는 실린더에서 반응을 완결시켰을 때, 반응 후 실린더 속 기체 VmL에 들어 있는 기체 분자를 모형으로 나타낸 것이다. 반응 전 실린더 속 기체 VmL에 들어 있는 기체 분자를 모형으로 나타낸 것으로 옳은 것은? (단, A, B는 임의의 원소 기호이고, 실린더 속 기체의 온도와 압력은 일정하다. 생성물은 기체이고, 반응 전과 후 기체는 각각 균일하게 섞여 있다.)",1번 이미지,2번 이미지,3번 이미지,4번 이미지,5번 이미지,4
KSAT_2023_04_고3_화학Ⅰ,5,"다음은 바닥상태 원자 X와 Y에 대한 설명이다. 1은 방위(부) 양자수이다.
○ X와 Y는 같은 주기 원소이다.
○ 1 = 0인 오비탈에 들어 있는 전자 수는 X가 Y의 2배이다.
X의 양성자수 / Y의 양성자수는? (단, X, Y는 임의의 원소 기호이다.)",1.5,2,3,4,6,2
KSAT_2023_04_고3_화학Ⅰ,10,"[MultiModal] 표는 25℃에서 중화 적정을 이용하여 CH₃COOH(aq)의 몰 농도(M)를 구하는 실험 I, II에 대한 자료이다. 25℃에서 xM CH₃COOH(aq)의 밀도는 d g/mL이다. w/x는? (단, 온도는 25℃로 일정하다.)",1/50d,1/20d,5d,10d,50d,5
KSAT_2023_04_고3_화학Ⅰ,12,"[MultiModal] 다음은 원소 X와 Y에 대한 자료이다. X의 원자 번호는? (단, X, Y는 임의의 원소 기호이다.)
○ X의 동위 원소와 평균 원자량에 대한 자료
○ 양성자수는 X가 Y보다 4만큼 크다.
○ 중성자수의 비는 ""X : ""⁺⁸Y = 11:10이다.",31,32,33,34,35,5
KSAT_2023_04_고3_화학Ⅰ,18,"다음은 금속 X, Y와 관련된 산화 환원 반응에 대한 자료이다. Y의 산화물에서 O의 산화수는 -2이다.
○ 화학 반응식: aXm+ + bYOₓ + cH+ → aX(m+2)+ + bYn+ + dH₂O (a~d는 반응 계수)
○ Y의 산화수는 (n+1)만큼 감소한다.
○ 산화제와 환원제는 2: (2m+1)의 몰비로 반응한다.
m+n은? (단, X, Y는 임의의 원소 기호이다.)",3,4,5,6,7,4
KSAT_2023_04_고3_화학Ⅰ,19,"[MultiModal] 다음은 A(g)와 B(g)가 반응하여 C(g)를 생성하는 반응의 화학 반응식이다. 2A(g) + B(g) → cC(g) (c는 반응 계수)
표는 실린더에 A(g)와 B(g)를 넣고 반응을 완결시킨 실험 I~III에 대한 자료이다. II에서 B(g)는 모두 반응하였다. A의 분자량 / B의 분자량 × ㉠은? (단, 기체의 온도와 압력은 일정하다.)",7/12,2/3,6/7,3/2,12/7,1
KSAT_2023_04_고3_화학Ⅰ,20,"[MultiModal] 표는 X(OH)₂(aq), HY(aq), H₂Z(aq)의 부피를 달리하여 혼합한 용액 (가)와 (나)에 대한 자료이다. ×㉠은? (단, 수용액에서 X(OH)₂는 X²⁺과 OH⁻으로, HY는 H⁺과 Y⁻으로, H₂Z는 H⁺과 Z²⁻으로 모두 이온화하고, 물의 자동 이온화는 무시하며, X²⁺, Y⁻, Z²⁻은 반응하지 않는다.)",5,10,15,20,30,2
KSAT_2021_09_고3_화학Ⅰ,1,[MultiModal] 다음은 열 출입 현상과 이에 대한 학생들의 대화이다. ○ 염화 암모늄을 물에 용해시켰더니 수용액의 온도가 낮아졌다. ○ 뷰테인을 연소시켰더니 열이 발생하였다. 제시한 내용이 옳은 학생만을 있는 대로 고른 것은?,B,C,"A, B","A, C","B, C",2
KSAT_2021_09_고3_화학Ⅰ,4,"다음은 학생 A가 가설을 세우고 수행한 탐구 활동이다. 학생 A의 결론이 타당할 때, ㉠과 ㉡으로 가장 적절한 것은? [3점]","① 주 양자수(n), s","② 주 양자수(n), p","③ 주 양자수(n), d","④ 방위(부) 양자수(l), s","⑤ 방위(부) 양자수(l), p",1
